repo,file,hooks_total,useState,useEffect,useCallback,useMemo,useContext,useReducer,useCustom,props,jsx_depth,jsx_elems,conditionals,map_calls,event_handlers,bool_props,has_children,component,prop_names,comment
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/docs/mdx-components.tsx,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,getMDXComponents,components?: MDXComponents;opts?: { isApp?: boolean; isPages?: boolean },
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/docs/app/layout.tsx,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,Layout,children }: { children: ReactNode,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/docs/app/page.tsx,0,0,0,0,0,0,0,0,1,5,12,0,0,0,0,0,Home,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/docs/app/docs/[[...slug]]/page.tsx,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,Page,"props: {
  params: Promise<{ slug?: string[] }>
}",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/import-chain.tsx,5,3,0,0,2,0,0,0,10,8,52,0,0,0,0,0,spitPathSegments,path: string,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/sidebar.tsx,0,0,0,0,0,0,0,0,19,5,41,0,0,0,0,0,formatBytes,bytes: number,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/error-state.tsx,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,ErrorState,{ error }: ErrorStateProps,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/route-typeahead.tsx,7,3,2,0,0,0,0,2,3,8,21,0,0,1,0,0,RouteTypeahead,"{
  selectedRoute;onRouteSelected;}: RouteTypeaheadProps",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/ui/select.tsx,0,0,0,0,0,0,0,0,23,4,22,0,0,0,0,0,Select,"{
  ...props
}: React.ComponentProps<typeof SelectPrimitive.Root>",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/apps/bundle-analyzer/components/ui/dialog.tsx,0,0,0,0,0,0,0,0,18,4,15,0,0,0,0,0,Dialog,"{
  ...props
}: React.ComponentProps<typeof DialogPrimitive.Root>",
